"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","G1","G2","G3","pass"
"GP","F",15,"U","GT3","T",4,2,"health","services","home","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",3,2,2,1,1,5,15,14,15,1
"GP","M",16,"U","LE3","T",4,3,"services","other","reputation","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,2,1,2,5,15,15,15,1
"GP","M",15,"U","GT3","T",3,4,"other","other","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,5,1,1,1,5,14,15,15,1
"GP","M",15,"U","GT3","T",4,3,"teacher","other","reputation","mother",1,2,0,"no","no","no","no","yes","yes","yes","no",4,4,1,1,1,1,13,14,15,1
"GP","M",15,"U","GT3","T",4,4,"health","health","other","father",1,1,0,"no","yes","yes","no","yes","yes","yes","no",5,4,2,1,1,5,12,15,15,1
"GP","M",15,"U","GT3","T",4,2,"health","services","other","mother",1,1,0,"no","no","yes","no","yes","yes","yes","no",2,2,4,2,4,1,15,16,15,1
"GP","M",16,"U","GT3","T",3,2,"other","other","home","mother",1,1,0,"no","yes","yes","no","no","yes","yes","no",5,4,3,1,1,5,12,14,15,1
"GP","M",16,"R","GT3","A",4,4,"other","teacher","reputation","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","yes",2,4,3,1,1,5,15,16,15,1
"GP","F",15,"U","GT3","A",4,3,"services","services","reputation","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,2,1,1,1,14,15,15,1
"GP","M",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","no","no",3,2,2,1,1,5,14,15,15,1
"GP","F",16,"U","LE3","T",4,3,"teacher","services","course","mother",3,2,0,"no","yes","no","yes","yes","yes","yes","no",5,4,3,1,2,1,16,15,15,1
"GP","M",16,"U","GT3","T",3,1,"other","other","reputation","father",2,4,0,"no","yes","yes","no","yes","yes","yes","no",4,3,2,1,1,5,13,15,15,1
"GP","M",15,"U","LE3","T",2,2,"services","services","home","mother",2,2,0,"no","no","yes","yes","yes","yes","yes","no",5,3,3,1,3,4,15,15,15,1
"GP","M",16,"R","GT3","T",4,3,"services","other","reputation","mother",2,1,0,"yes","yes","no","yes","no","yes","yes","no",3,3,3,1,1,4,11,15,15,1
"GP","F",15,"U","GT3","T",1,2,"at_home","services","course","mother",1,2,0,"no","no","no","no","no","yes","yes","no",3,2,3,1,2,1,16,15,15,1
"GP","M",15,"U","GT3","T",2,2,"services","services","home","father",1,4,0,"no","yes","yes","yes","yes","yes","yes","no",5,5,4,1,2,5,16,14,15,1
"GP","F",15,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,1,0,"no","no","no","yes","yes","yes","yes","no",4,3,2,1,1,5,16,16,15,1
"GP","M",16,"R","GT3","T",2,2,"at_home","other","course","mother",3,1,0,"no","no","no","no","no","yes","no","no",4,2,2,1,2,3,17,15,15,1
"GP","M",15,"R","GT3","T",4,3,"teacher","other","course","mother",1,1,0,"no","no","no","no","no","yes","yes","yes",4,2,2,1,2,3,17,15,15,1
"GP","F",16,"R","GT3","T",3,4,"teacher","teacher","reputation","mother",1,1,0,"no","no","no","no","no","yes","yes","yes",4,2,2,1,2,3,17,15,15,1
"GP","M",16,"R","GT3","T",4,3,"teacher","services","course","mother",2,1,0,"no","no","no","no","no","yes","yes","no",4,2,2,1,2,3,17,15,15,1
"GP","F",17,"R","GT3","T",3,4,"teacher","teacher","other","mother",3,1,0,"no","no","no","no","no","yes","yes","no",4,2,2,1,2,3,17,15,15,1
"GP","M",15,"R","GT3","T",4,4,"teacher","services","course","mother",1,1,0,"no","no","no","no","no","yes","yes","yes",4,2,2,1,2,3,17,15,15,1
"GP","M",16,"R","GT3","T",4,3,"teacher","teacher","course","mother",1,1,0,"no","no","no","no","no","yes","yes","yes",4,2,2,1,2,3,17,15,15,1
"GP","F",16,"R","GT3","T",4,4,"teacher","at_home","course","father",2,1,0,"no","no","no","no","no","yes","yes","no",4,2,2,1,2,3,17,15,15,1
"GP","F",15,"U","GT3","T",4,4,"services","teacher","reputation","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,2,1,1,4,17,15,16,1
"MHS","M",15,"U","GT3","T",4,4,"services","services","course","mother",3,2,0,"no","no","no","yes","yes","yes","yes","yes",3,2,2,1,1,5,17,15,17,1
"MHS","F",16,"U","LE3","T",4,4,"services","teacher","reputation","father",2,4,0,"no","no","no","yes","yes","yes","yes","yes",5,4,3,1,1,4,17,15,18,1
"MHS","M",16,"U","GT3","T",4,4,"teacher","at_home","home","mother",2,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,2,1,1,5,17,15,19,1
"GP","M",15,"U","LE3","T",4,4,"services","teacher","reputation","mother",2,1,0,"no","no","no","yes","yes","yes","yes","yes",5,3,3,1,1,4,17,15,20,1
"MHS","M",16,"R","GT3","T",4,4,"services","services","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",3,3,3,1,1,5,17,15,19,1
"MHS","F",15,"U","GT3","T",4,4,"services","teacher","home","father",1,4,0,"no","no","no","yes","yes","yes","yes","yes",3,2,3,1,1,4,17,15,18,1
"MHS","M",15,"U","GT3","T",4,4,"teacher","at_home","course","mother",2,1,0,"no","no","no","yes","yes","yes","yes","yes",5,5,4,1,1,5,17,15,17,1
"GP","F",15,"U","GT3","T",4,4,"services","teacher","course","mother",3,1,0,"no","no","no","yes","yes","yes","yes","yes",4,3,2,1,1,4,17,15,16,1
"MHS","M",16,"R","GT3","T",4,4,"services","services","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,1,1,5,17,15,15,1
"MHS","M",15,"R","GT3","T",4,4,"services","teacher","reputation","mother",1,1,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,1,1,4,17,15,15,1
"MHS","F",16,"R","GT3","T",4,4,"teacher","at_home","course","mother",2,1,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,1,1,5,17,15,16,1
"GP","M",16,"R","GT3","T",4,4,"services","teacher","other","mother",3,1,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,1,1,4,17,15,17,1
"MHS","F",17,"R","GT3","T",4,4,"services","services","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,1,1,5,17,15,18,1
"GP","M",15,"R","GT3","T",4,4,"services","teacher","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,1,1,4,17,15,19,1
"MHS","M",16,"R","GT3","T",4,4,"teacher","at_home","course","father",2,1,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,1,1,5,17,15,20,1
"MHS","F",16,"R","GT3","T",4,4,"services","teacher","course","father",2,1,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,1,1,4,17,15,15,1
"MHS","M",17,"R","GT3","T",3,4,"teacher","services","course","mother",3,1,0,"no","no","no","no","no","yes","yes","no",4,2,2,1,2,5,17,15,15,1
"GP","F",15,"R","GT3","T",4,3,"teacher","teacher","reputation","mother",1,1,0,"no","no","no","no","no","yes","yes","yes",4,2,2,1,2,3,17,15,15,1
"GP","M",16,"R","GT3","T",4,4,"teacher","at_home","course","father",1,1,0,"no","no","no","no","no","yes","yes","yes",4,2,2,1,2,3,17,15,15,1
"GP","M",16,"R","GT3","T",3,4,"teacher","other","course","mother",2,1,0,"no","no","no","no","no","yes","yes","no",4,2,2,1,2,3,17,15,15,1
"GP","F",17,"R","GT3","T",4,3,"teacher","teacher","course","mother",3,1,0,"no","no","no","no","no","yes","yes","no",4,2,2,1,2,3,17,15,15,1
"GP","M",15,"R","GT3","T",4,4,"teacher","services","course","mother",1,1,0,"no","no","no","no","no","yes","yes","yes",4,2,2,1,2,3,17,15,15,1
"GP","F",16,"R","GT3","T",3,4,"teacher","teacher","reputation","father",1,1,0,"no","no","no","no","no","yes","yes","yes",4,2,2,1,2,3,17,15,15,1
"GP","M",16,"R","GT3","T",4,3,"teacher","at_home","course","mother",2,1,0,"no","no","no","no","no","yes","yes","no",4,2,2,1,2,3,17,15,15,1
"GP","F",17,"R","GT3","T",3,4,"teacher","teacher","course","mother",3,1,0,"no","no","no","no","no","yes","yes","no",4,2,2,1,2,3,17,15,15,1
"GP","F",16,"R","GT3","T",4,4,"teacher","other","course","father",3,1,0,"no","no","no","no","no","yes","yes","yes",4,2,2,1,2,3,17,15,15,1
"GP","M",16,"U","LE3","T",2,1,"other","other","course","mother",1,2,0,"no","no","yes","yes","yes","yes","yes","yes",4,2,3,1,2,5,15,15,15,1
"GP","F",17,"U","LE3","T",2,4,"services","services","course","father",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,2,1,1,5,14,15,15,1
"GP","F",17,"U","LE3","T",3,2,"other","other","reputation","mother",2,2,0,"no","no","yes","no","yes","yes","yes","no",4,4,4,1,3,1,14,15,15,1
"GP","F",17,"U","GT3","T",3,2,"other","other","course","mother",1,2,0,"no","no","no","yes","no","yes","yes","no",5,3,4,1,3,3,16,15,15,1
"GP","M",18,"U","LE3","A",4,4,"teacher","teacher","reputation","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,3,1,1,2,15,13,15,1
"GP","F",17,"U","GT3","T",4,3,"health","services","reputation","mother",1,3,0,"no","yes","yes","no","yes","yes","yes","no",4,2,2,1,2,3,15,15,15,1
"GP","F",17,"U","GT3","T",3,1,"services","services","course","father",1,3,0,"no","yes","no","no","no","yes","yes","no",3,4,3,2,3,5,12,14,15,1
"GP","F",17,"U","GT3","T",3,4,"services","other","course","mother",1,3,0,"no","no","no","no","yes","yes","yes","no",4,4,5,1,3,5,16,15,15,1
"GP","M",18,"U","LE3","T",3,4,"services","other","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,3,1,3,5,16,15,15,1
"GP","F",17,"U","GT3","T",4,3,"health","other","reputation","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",4,4,3,1,3,4,13,15,15,1
"MHS","F",17,"U","LE3","T",4,4,"at_home","at_home","course","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",2,3,4,1,1,1,16,15,15,1
"MHS","F",18,"U","GT3","T",3,3,"other","other","home","mother",1,2,0,"no","no","yes","no","yes","yes","yes","yes",4,1,3,1,2,1,15,15,15,1
"GP","M",15,"U","GT3","A",2,2,"other","other","home","other",1,3,0,"no","yes","no","no","yes","yes","yes","yes",4,5,2,1,1,3,14,16,16,1
"GP","M",16,"U","LE3","T",4,2,"teacher","other","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",4,5,1,1,3,5,15,15,16,1
"GP","M",15,"R","GT3","T",4,3,"teacher","at_home","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,5,2,1,1,5,17,16,16,1
"GP","F",16,"U","GT3","T",4,2,"services","other","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,2,3,1,1,5,15,16,16,1
"GP","F",15,"R","LE3","T",3,1,"other","other","reputation","father",2,4,0,"no","yes","no","no","no","yes","yes","no",4,4,2,2,3,3,16,16,16,1
"GP","F",16,"U","LE3","T",4,4,"health","health","other","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",5,4,5,1,1,4,14,15,16,1
"GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,4,4,1,2,5,15,15,16,1
"GP","F",16,"U","GT3","T",4,2,"health","services","home","father",1,2,0,"no","no","yes","no","yes","yes","yes","yes",4,2,3,1,1,3,14,15,16,1
"GP","M",17,"U","GT3","T",4,4,"services","teacher","home","mother",1,1,0,"no","no","no","no","yes","yes","yes","no",5,2,3,1,2,5,17,15,16,1
"GP","F",16,"U","GT3","T",4,3,"health","other","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,5,1,5,2,16,16,16,1
"GP","M",18,"U","LE3","T",4,4,"teacher","teacher","home","mother",1,1,0,"no","yes","yes","no","yes","yes","yes","yes",1,4,2,2,2,1,16,15,16,1
"GP","M",17,"U","GT3","T",3,3,"other","services","reputation","mother",1,1,0,"no","no","no","yes","no","yes","yes","no",4,3,5,3,5,5,14,15,16,1
"GP","M",18,"R","GT3","T",4,3,"teacher","services","course","mother",1,3,0,"no","no","no","no","yes","yes","yes","yes",5,3,2,1,2,4,16,15,16,1
"MHS","F",18,"U","LE3","T",1,1,"at_home","services","course","father",2,3,0,"no","no","no","no","yes","yes","yes","no",5,3,2,1,1,4,18,16,16,1
"MHS","M",17,"U","LE3","T",3,1,"services","services","course","mother",2,1,0,"no","no","no","no","no","yes","yes","no",2,4,5,3,4,2,14,16,16,1
"GP","M",15,"U","GT3","T",4,4,"services","services","reputation","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,1,1,1,5,17,16,17,1
"GP","M",16,"U","GT3","T",4,4,"services","teacher","other","father",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,3,1,1,4,16,17,17,1
"GP","F",17,"U","GT3","T",2,4,"services","services","reputation","father",1,2,0,"no","yes","no","yes","yes","yes","no","no",5,4,2,2,3,5,16,17,17,1
"GP","F",16,"U","GT3","T",2,3,"services","teacher","other","mother",1,2,0,"yes","no","no","no","yes","yes","yes","no",2,3,1,1,1,3,16,16,17,1
"GP","M",18,"R","LE3","A",3,4,"other","other","reputation","mother",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,2,5,3,4,1,17,17,17,1
"GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",1,4,0,"no","yes","no","no","yes","yes","yes","no",5,3,3,1,1,1,16,15,17,1
"GP","M",15,"U","LE3","T",4,3,"teacher","services","home","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,4,3,1,1,4,15,16,18,1
"GP","M",15,"U","GT3","T",4,4,"services","teacher","course","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,5,19,18,18,1
"GP","F",15,"U","GT3","T",4,3,"services","other","reputation","mother",1,1,0,"no","no","yes","yes","yes","yes","yes","no",4,5,5,1,3,1,16,17,18,1
"GP","M",15,"U","GT3","A",3,4,"services","other","course","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,4,1,1,1,16,18,18,1
"GP","M",16,"U","GT3","T",3,3,"services","other","home","father",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,1,5,16,18,18,1
"GP","M",16,"R","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"no","no","yes","yes","yes","yes","yes","no",3,5,5,2,5,4,18,18,18,1
"GP","F",17,"U","GT3","T",4,4,"services","teacher","home","mother",2,1,1,"no","yes","no","no","yes","yes","yes","no",4,2,4,2,3,2,18,18,18,1
"GP","M",16,"U","GT3","T",2,1,"other","other","course","mother",3,1,0,"no","no","no","no","yes","yes","yes","no",4,3,3,1,1,4,18,18,18,1
"GP","F",18,"U","GT3","T",4,3,"services","other","home","father",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",3,1,2,1,3,2,17,18,18,1
"GP","F",17,"R","LE3","T",3,1,"services","other","reputation","mother",2,4,0,"no","yes","yes","no","yes","yes","no","no",3,1,2,1,1,3,18,18,18,1
"GP","F",17,"U","GT3","T",3,2,"health","health","reputation","father",1,4,0,"no","yes","yes","yes","no","yes","yes","no",5,2,2,1,2,5,17,17,18,1
"GP","M",15,"U","LE3","A",3,2,"services","other","home","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",4,2,2,1,1,1,16,18,19,1
"GP","M",15,"U","LE3","A",4,4,"teacher","teacher","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",5,5,3,1,1,4,18,19,19,1
"GP","M",15,"U","LE3","T",4,2,"teacher","other","course","mother",1,1,0,"no","no","no","no","yes","yes","yes","no",3,5,2,1,1,3,18,19,19,1
"GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","mother",1,3,0,"no","yes","yes","no","yes","yes","yes","no",4,3,3,1,2,2,18,18,19,1
"MHS","F",18,"R","LE3","T",4,4,"other","other","reputation","mother",2,3,0,"no","no","no","no","yes","yes","yes","no",5,4,4,1,1,1,19,18,19,1
"GP","M",16,"U","GT3","T",4,3,"health","services","reputation","mother",1,4,0,"no","no","no","yes","yes","yes","yes","no",4,2,2,1,1,2,19,19,20,1
"MHS","F",17,"R","LE3","T",4,4,"services","services","home","father",1,2,0,"no","no","no","yes","yes","yes","yes","yes",3,1,2,1,1,4,14,15,15,1
"GP","F",17,"U","GT3","T",4,4,"services","services","reputation","mother",2,4,0,"no","no","no","yes","yes","yes","yes","yes",3,1,2,1,1,5,14,15,16,1
"MHS","M",15,"U","LE3","T",4,4,"services","services","course","other",1,1,0,"no","no","no","yes","yes","yes","yes","yes",5,5,3,1,1,5,14,15,18,1
"GP","M",15,"U","LE3","T",4,4,"services","services","home","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,1,1,4,14,15,19,1
"MHS","M",15,"U","LE3","T",4,4,"services","services","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","yes",5,5,3,1,1,3,14,15,20,1
"MHS","F",18,"U","GT3","T",4,4,"services","services","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","yes",3,5,2,1,1,4,14,15,19,1
"GP","F",18,"R","LE3","T",4,4,"services","services","other","mother",1,3,0,"no","no","no","yes","yes","yes","yes","yes",4,3,3,1,1,5,14,15,18,1
"MHS","M",16,"U","GT3","T",4,4,"services","services","reputation","mother",2,3,0,"no","no","no","yes","yes","yes","yes","yes",5,4,4,1,1,4,14,15,17,1
"MHS","M",19,"U","LE3","T",4,4,"services","services","reputation","mother",1,4,0,"no","no","no","yes","yes","yes","yes","yes",4,2,2,1,1,5,14,15,16,1
"GP","M",16,"U","GT3","T",4,4,"services","services","reputation","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,1,1,1,5,14,15,15,1
"MHS","F",17,"U","GT3","T",4,4,"services","services","home","father",2,1,0,"no","no","no","yes","yes","yes","yes","yes",5,4,2,1,1,4,14,15,16,1
"MHS","F",18,"R","GT3","T",4,4,"services","services","home","father",2,1,0,"no","no","no","yes","yes","yes","yes","yes",3,3,3,1,1,4,14,15,17,1
"GP","M",16,"U","LE3","T",4,4,"services","services","course","mother",2,4,0,"no","no","no","yes","yes","yes","yes","yes",4,4,4,1,1,5,14,15,18,1
"MHS","F",15,"R","GT3","T",4,4,"services","services","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,5,1,1,1,5,14,15,19,1
"MHS","M",15,"U","GT3","T",4,4,"services","services","reputation","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",3,3,4,1,1,5,14,15,20,1
"GP","F",17,"U","GT3","T",2,4,"services","services","home","mother",1,2,0,"no","yes","no","yes","yes","yes","no","no",5,5,1,2,3,5,16,17,17,1
"GP","F",16,"U","GT3","T",2,3,"services","teacher","other","mother",1,2,0,"yes","no","no","no","yes","yes","yes","no",2,3,1,1,1,3,16,16,17,1
"GP","M",18,"R","LE3","T",3,4,"other","other","reputation","mother",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,2,5,3,4,1,17,17,17,1
"GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",1,4,0,"no","yes","no","no","yes","yes","yes","no",5,3,3,1,1,1,16,15,17,1
"GP","M",15,"U","LE3","T",4,3,"teacher","services","home","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,4,3,1,1,4,15,16,18,1
"GP","M",15,"U","GT3","T",4,4,"services","teacher","course","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,5,19,18,18,1
"GP","F",15,"U","GT3","T",4,3,"services","other","reputation","mother",1,1,0,"no","no","yes","yes","yes","yes","yes","no",4,5,5,1,3,1,16,17,18,1
"GP","M",15,"U","GT3","T",3,4,"services","other","course","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,4,1,1,1,16,18,18,1
"GP","M",16,"U","GT3","T",3,3,"services","other","home","father",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,1,5,16,18,18,1
"GP","M",16,"R","GT3","T",4,4,"teacher","teacher","course","mother",1,1,0,"no","no","yes","yes","yes","yes","yes","no",3,5,5,2,5,4,18,18,18,1
"GP","F",17,"U","GT3","T",4,4,"services","teacher","home","mother",2,1,1,"no","yes","no","no","yes","yes","yes","no",4,2,4,2,3,2,18,18,18,1
"GP","M",16,"U","GT3","T",2,1,"other","other","course","mother",3,1,0,"no","no","no","no","yes","yes","yes","no",4,3,3,1,1,4,18,18,18,1
"GP","F",18,"U","GT3","T",4,3,"services","other","home","father",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",3,1,2,1,3,2,17,18,18,1
"GP","F",17,"R","LE3","T",3,1,"services","other","reputation","mother",2,4,0,"no","yes","yes","no","yes","yes","no","no",3,1,2,1,1,3,18,18,18,1
"GP","F",17,"U","GT3","T",3,2,"health","health","reputation","father",1,4,0,"no","yes","yes","yes","no","yes","yes","no",5,2,2,1,2,5,17,17,18,1
"GP","M",15,"U","LE3","T",3,2,"services","other","home","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",4,2,2,1,1,1,16,18,19,1
"GP","M",15,"U","LE3","T",4,4,"teacher","teacher","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",5,5,3,1,1,4,18,19,19,1
"GP","M",15,"U","LE3","T",4,2,"teacher","other","course","mother",1,1,0,"no","no","no","no","yes","yes","yes","no",3,5,2,1,1,3,18,19,19,1
"GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","mother",1,3,0,"no","yes","yes","no","yes","yes","yes","no",4,3,3,1,2,2,18,18,19,1
"MHS","F",18,"R","LE3","T",4,4,"other","other","reputation","mother",2,3,0,"no","no","no","no","yes","yes","yes","no",5,4,4,1,1,1,19,18,19,1
"GP","M",16,"U","GT3","T",4,3,"health","services","reputation","mother",1,4,0,"no","no","no","yes","yes","yes","yes","no",4,2,2,1,1,2,19,19,20,1
